년도,부류,부류 상세,도매시장,공판장,물량,금액,단위
"2014","청과","채소","인천구월","덕풍청과","29689","33596",톤, 백만원
"2014","청과","채소","인천구월","인천원예농협구월(공)","33907","36066",톤, 백만원
"2014","청과","채소","인천삼산","부평농산","59848","54467",톤, 백만원
"2014","청과","채소","인천삼산","경인농산","59791","61710",톤, 백만원
"2014","청과","채소","인천삼산","인천원예농협삼산(공)","54349","61741",톤, 백만원
"2014","청과","채소","광주각화","광주청과","45425","56757",톤, 백만원
"2014","청과","채소","광주각화","광주중앙청과","63400","83563",톤, 백만원
"2014","청과","채소","광주각화","광주원예농협(공)","82124","89815",톤, 백만원
"2014","청과","채소","광주서부","두레청과","48698","62285",톤, 백만원
"2014","청과","채소","광주서부","호남청과","58407","70172",톤, 백만원
"2014","청과","채소","광주서부","농협광주(공)","57721","77401",톤, 백만원
"2014","청과","채소","대전오정","대전청과","88362","90427",톤, 백만원
"2014","청과","채소","대전오정","농협대전(공)","114754","147399",톤, 백만원
"2014","청과","채소","대전노은","대전중앙청과","84088","87180",톤, 백만원
"2014","청과","채소","대전노은","대전원예농협노은(공)","26463","35304",톤, 백만원
"2014","청과","채소","울 산","울산중앙청과","36183","39205",톤, 백만원
"2014","청과","채소","울 산","울산원예농협(공)","21062","28015",톤, 백만원
"2014","청과","채소","수 원","수원청과","29737","31704",톤, 백만원
"2014","청과","채소","수 원","경기청과","32628","35921",톤, 백만원
"2014","청과","채소","수 원","수원원예농협(공)","26342","23486",톤, 백만원
"2014","청과","채소","수 원","상장예외","2051","5602",톤, 백만원
"2014","청과","채소","안 양","태 원","18054","20179",톤, 백만원
"2014","청과","채소","안 양","안양청과(주)","1246","1072",톤, 백만원
"2014","청과","채소","안 양","안양원예농협(공)","24079","25330",톤, 백만원
"2014","청과","채소","안 산","안산농산물","31728","28185",톤, 백만원
"2014","청과","채소","안 산","농협안산(공)","41198","45546",톤, 백만원
"2014","청과","채소","구 리","구리청과","103023","122442",톤, 백만원
"2014","청과","채소","구 리","인터넷청과","94457","99124",톤, 백만원
"2014","청과","채소","구 리","농협구리(공)","96570","99251",톤, 백만원
"2014","청과","채소","구 리","상장예외","19152","49381",톤, 백만원
"2014","청과","채소","춘 천","춘천중앙청과","4625","7270",톤, 백만원
"2014","청과","채소","춘 천","춘천원예농협(공)","4935","7735",톤, 백만원
"2014","청과","채소","원 주","합동청과","11278","12679",톤, 백만원
"2014","청과","채소","원 주","원주원예농협(공)","9897","12966",톤, 백만원
"2014","청과","채소","강 릉","강릉농산물","15461","23487",톤, 백만원
"2014","청과","채소","청 주","청주청과","41043","48222",톤, 백만원
"2014","청과","채소","청 주","충북원예농협청주(공)","31896","37323",톤, 백만원
"2013","청과","채소","서울가락","서울청과","262543","471931",톤, 백만원
"2013","청과","채소","서울가락","중앙청과","230951","461364",톤, 백만원
"2013","청과","채소","서울가락","동부팜청과(구,동화청과)","293685","502045",톤, 백만원
"2013","청과","채소","서울가락","한국청과","370850","560678",톤, 백만원
"2013","청과","채소","서울가락","대아청과","458433","311011",톤, 백만원
"2013","청과","채소","서울가락","농협가락(공)","138390","285903",톤, 백만원
"2013","청과","채소","서울가락","상장예외","219264","456.689",톤, 백만원
"2013","청과","채소","서울강서","서부청과","97483","119287",톤, 백만원
"2013","청과","채소","서울강서","강서청과","66653","76869",톤, 백만원
"2013","청과","채소","서울강서","농협강서(공)","86665","104121",톤, 백만원
"2013","청과","채소","서울강서","시장도매인","165247","277380",톤, 백만원
"2013","청과","채소","부산엄궁","부산청과","53063","71022",톤, 백만원
"2013","청과","채소","부산엄궁","항도청과","56516","79809",톤, 백만원
"2013","청과","채소","부산엄궁","농협부산(공)","80439","120886",톤, 백만원
"2013","청과","채소","부산엄궁","상장예외","145007","87089",톤, 백만원
"2013","청과","채소","부산반여","동부청과","49869","73546",톤, 백만원
"2013","청과","채소","부산반여","부산중앙청과","43585","69617",톤, 백만원
"2013","청과","채소","부산반여","농협반여(공)","59182","101339",톤, 백만원
"2013","청과","채소","부산반여","상장예외","60062","51391",톤, 백만원
"2013","청과","채소","대구북부","대구중앙청과","69756","119358",톤, 백만원
"2013","청과","채소","대구북부","효성청과","111850","133663",톤, 백만원
"2013","청과","채소","대구북부","대양청과","93983","177188",톤, 백만원
"2013","청과","채소","대구북부","농협북대구(공)","32988","66717",톤, 백만원
"2013","청과","채소","대구북부","대구경북원협(공)","36421","35394",톤, 백만원
"2013","청과","채소","대구북부","상장예외","83083","62326",톤, 백만원
"2013","청과","채소","인천구월","인천농산","60351","72999",톤, 백만원
"2013","청과","채소","인천구월","대인농산","35476","42137",톤, 백만원
"2013","청과","채소","인천구월","덕풍청과","29005","36451",톤, 백만원
"2013","청과","채소","인천구월","인천구월(공)","35214","44845",톤, 백만원
"2013","청과","채소","인천삼산","부평농산","58842","64625",톤, 백만원
"2013","청과","채소","인천삼산","경인농산","59945","72861",톤, 백만원
"2013","청과","채소","인천삼산","인천삼산(공)","54360","71957",톤, 백만원
"2013","청과","채소","광주각화","광주청과","44225","59697",톤, 백만원
"2013","청과","채소","광주각화","광주중앙청과","64677","90588",톤, 백만원
"2013","청과","채소","광주각화","광주원협(공)","79938","98517",톤, 백만원
"2013","청과","채소","광주서부","두레청과","46856","62482",톤, 백만원
"2013","청과","채소","광주서부","호남청과","55452","69966",톤, 백만원
"2013","청과","채소","광주서부","농협광주(공)","51406","78002",톤, 백만원
"2013","청과","채소","대전오정","대전청과","83904","102019",톤, 백만원
"2013","청과","채소","대전오정","농협대전(공)","105833","139036",톤, 백만원
"2013","청과","채소","대전노은","대전중앙청과","84486","102244",톤, 백만원
"2013","청과","채소","대전노은","대전원협(공)","27994","36397",톤, 백만원
"2013","청과","채소","울 산","울산중앙청과","33420","43791",톤, 백만원
"2013","청과","채소","울 산","울산배원협(공)","27100","43857",톤, 백만원
"2013","청과","채소","수 원","수원청과","29227","36324",톤, 백만원
"2013","청과","채소","수 원","경기청과","31680","39722",톤, 백만원
"2013","청과","채소","수 원","수원원협(공)","25570","29102",톤, 백만원
"2013","청과","채소","수 원","상장예외","2662","7823",톤, 백만원
"2013","청과","채소","안 양","태원","15900","21856",톤, 백만원
"2013","청과","채소","안 양","안양원협(공)","22010","34796",톤, 백만원
"2013","청과","채소","안 양","안양청과","2153","2554",톤, 백만원
"2013","청과","채소","안 산","안산농산물","28112","29751",톤, 백만원
"2013","청과","채소","안 산","농협안산(공)","36075","46719",톤, 백만원
"2013","청과","채소","구 리","구리청과","98561","141649",톤, 백만원
"2013","청과","채소","구 리","인터넷청과","88383","112025",톤, 백만원
"2013","청과","채소","구 리","농협구리(공)","84060","109689",톤, 백만원
"2013","청과","채소","구 리","상장예외","17838","44875",톤, 백만원
"2013","청과","채소","춘 천","춘천중앙청과","5132","8736",톤, 백만원
"2013","청과","채소","춘 천","춘천원협(공)","5085","8846",톤, 백만원
"2013","청과","채소","춘 천","상장예외","0","0",톤, 백만원
"2013","청과","채소","원 주","합동청과","11204","15735",톤, 백만원
"2013","청과","채소","원 주","원주원협(공)","9844","14814",톤, 백만원
"2013","청과","채소","강 릉","강릉농산물","14690","22404",톤, 백만원
"2013","청과","채소","청 주","청주청과","40876","55538",톤, 백만원
"2013","청과","채소","청 주","충북사과청주(공)","30171","41245",톤, 백만원
"2013","청과","채소","충 주","중원청과","9527","11532",톤, 백만원
"2013","청과","채소","충 주","충주원협충주(공)","10768","19102",톤, 백만원
"2013","청과","채소","천 안","천안청과","29012","38058",톤, 백만원
"2013","청과","채소","천 안","천안농협(공)","14522","16922",톤, 백만원
"2013","청과","채소","전 주","전주청과","22101","28347",톤, 백만원
"2013","청과","채소","전 주","전주원협(공)","32513","42904",톤, 백만원
"2013","청과","채소","익 산","이리청과","6635","8705",톤, 백만원
"2013","청과","채소","익 산","익산원협(공)","33211","46546",톤, 백만원
"2013","청과","채소","정 읍","정일청과","9225","11717",톤, 백만원
"2013","청과","채소","정 읍","정읍원협(공)","3239","4366",톤, 백만원
"2013","청과","채소","순 천","남도청과","24222","27272",톤, 백만원
"2013","청과","채소","순 천","남일청과1)","2297","4796",톤, 백만원
"2013","청과","채소","순 천","순천원협(공)","30212","38395",톤, 백만원
"2013","청과","채소","포 항","포항청과","4815","10417",톤, 백만원
"2013","청과","채소","포 항","경북능금원협(공)","2742","6156",톤, 백만원
"2013","청과","채소","포 항","포항농협(공)","2063","3733",톤, 백만원
"2013","청과","채소","안 동","안동청과","4917","6627",톤, 백만원
"2013","청과","채소","안 동","안동농협(공)","9888","13770",톤, 백만원
"2013","청과","채소","구 미","구미중앙청과","5421","7621",톤, 백만원
"2013","청과","채소","구 미","구미농협(공)","7929","10570",톤, 백만원
"2013","청과","채소","창원팔용","창원청과(구,경남청과)","11427","13305",톤, 백만원
"2013","청과","채소","창원팔용","농협창원(공)","22223","31598",톤, 백만원
"2013","청과","채소","창원내서","마산청과","15172","20420",톤, 백만원
"2013","청과","채소","창원내서","창원원협(공)2)","30384","33002",톤, 백만원
"2013","청과","채소","진 주","진주중앙청과","8380","17557",톤, 백만원
"2013","청과","채소","진 주","진주농협(공)","31998","56490",톤, 백만원
"2013","청과","과일","서울가락","서울청과","89972","218263",톤, 백만원
"2013","청과","과일","서울가락","중앙청과","96011","237479",톤, 백만원
"2013","청과","과일","서울가락","동부팜청과(구,동화청과)","38405","84683",톤, 백만원
"2013","청과","과일","서울가락","한국청과","40014","91895",톤, 백만원
"2013","청과","과일","서울가락","대아청과","0","0",톤, 백만원
"2013","청과","과일","서울가락","농협가락(공)","65015","155711",톤, 백만원
"2013","청과","과일","서울가락","상장예외","9123","38.181",톤, 백만원
"2013","청과","과일","서울강서","서부청과","22946","53518",톤, 백만원
"2013","청과","과일","서울강서","강서청과","8886","19005",톤, 백만원
"2013","청과","과일","서울강서","농협강서(공)","19145","42898",톤, 백만원
"2013","청과","과일","서울강서","시장도매인","112449","256488",톤, 백만원
"2013","청과","과일","부산엄궁","부산청과","19389","42068",톤, 백만원
"2013","청과","과일","부산엄궁","항도청과","14938","31495",톤, 백만원
"2013","청과","과일","부산엄궁","농협부산(공)","17946","42331",톤, 백만원
"2013","청과","과일","부산엄궁","상장예외","0","0",톤, 백만원
"2013","청과","과일","부산반여","동부청과","15309","39849",톤, 백만원
"2013","청과","과일","부산반여","부산중앙청과","19153","40493",톤, 백만원
"2013","청과","과일","부산반여","농협반여(공)","22323","44209",톤, 백만원
"2013","청과","과일","부산반여","상장예외","0","0",톤, 백만원
"2013","청과","과일","대구북부","대구중앙청과","24772","55411",톤, 백만원
"2013","청과","과일","대구북부","효성청과","11695","23990",톤, 백만원
"2013","청과","과일","대구북부","대양청과","8950","17538",톤, 백만원
"2013","청과","과일","대구북부","농협북대구(공)","17407","36467",톤, 백만원
"2013","청과","과일","대구북부","대구경북원협(공)","6698","13801",톤, 백만원
"2013","청과","과일","대구북부","상장예외","0","0",톤, 백만원
"2013","청과","과일","인천구월","인천농산","10841","24581",톤, 백만원
"2013","청과","과일","인천구월","대인농산","14907","29620",톤, 백만원
"2013","청과","과일","인천구월","덕풍청과","11135","25518",톤, 백만원
"2013","청과","과일","인천구월","인천구월(공)","10729","23195",톤, 백만원
"2013","청과","과일","인천삼산","부평농산","15086","34181",톤, 백만원
"2013","청과","과일","인천삼산","경인농산","12254","26478",톤, 백만원
"2013","청과","과일","인천삼산","인천삼산(공)","13483","29568",톤, 백만원
"2013","청과","과일","광주각화","광주청과","12099","27117",톤, 백만원
"2013","청과","과일","광주각화","광주중앙청과","8445","17042",톤, 백만원
"2013","청과","과일","광주각화","광주원협(공)","25534","58357",톤, 백만원
"2013","청과","과일","광주서부","두레청과","24127","56137",톤, 백만원
"2013","청과","과일","광주서부","호남청과","24768","60188",톤, 백만원
"2013","청과","과일","광주서부","농협광주(공)","17511","41622",톤, 백만원
"2013","청과","과일","대전오정","대전청과","19463","45556",톤, 백만원
"2013","청과","과일","대전오정","농협대전(공)","23927","69340",톤, 백만원
"2013","청과","과일","대전노은","대전중앙청과","18093","43109",톤, 백만원
"2013","청과","과일","대전노은","대전원협(공)","27054","26050",톤, 백만원
"2013","청과","과일","울 산","울산중앙청과","9806","21928",톤, 백만원
"2013","청과","과일","울 산","울산배원협(공)","13255","30374",톤, 백만원
"2013","청과","과일","수 원","수원청과","8161","19492",톤, 백만원
"2013","청과","과일","수 원","경기청과","11618","25639",톤, 백만원
"2013","청과","과일","수 원","수원원협(공)","6350","14217",톤, 백만원
"2013","청과","과일","수 원","상장예외","0","0",톤, 백만원
"2013","청과","과일","안 양","태원","4985","12246",톤, 백만원
"2013","청과","과일","안 양","안양원협(공)","15724","31267",톤, 백만원
"2013","청과","과일","안 양","안양청과","3252","6039",톤, 백만원
"2013","청과","과일","안 산","안산농산물","6895","14831",톤, 백만원
"2013","청과","과일","안 산","농협안산(공)","12662","28566",톤, 백만원
"2013","청과","과일","구 리","구리청과","35812","82659",톤, 백만원
"2013","청과","과일","구 리","인터넷청과","23061","52737",톤, 백만원
"2013","청과","과일","구 리","농협구리(공)","29471","65455",톤, 백만원
"2013","청과","과일","구 리","상장예외","62","261",톤, 백만원
"2013","청과","과일","춘 천","춘천중앙청과","3064","6929",톤, 백만원
"2013","청과","과일","춘 천","춘천원협(공)","2904","6881",톤, 백만원
"2013","청과","과일","춘 천","상장예외","0","0",톤, 백만원
"2013","청과","과일","원 주","합동청과","6350","14342",톤, 백만원
"2013","청과","과일","원 주","원주원협(공)","6681","15802",톤, 백만원
"2013","청과","과일","강 릉","강릉농산물","5313","12848",톤, 백만원
"2013","청과","과일","청 주","청주청과","12314","37660",톤, 백만원
"2013","청과","과일","청 주","충북사과청주(공)","12119","28144",톤, 백만원
"2013","청과","과일","충 주","중원청과","2363","5034",톤, 백만원
"2013","청과","과일","충 주","충주원협충주(공)","9199","22331",톤, 백만원
"2013","청과","과일","천 안","천안청과","16326","37107",톤, 백만원
"2013","청과","과일","천 안","천안농협(공)","9556","22372",톤, 백만원
"2013","청과","과일","전 주","전주청과","8816","20819",톤, 백만원
"2013","청과","과일","전 주","전주원협(공)","10199","23440",톤, 백만원
"2013","청과","과일","익 산","이리청과","3830","8401",톤, 백만원
"2013","청과","과일","익 산","익산원협(공)","8837","22194",톤, 백만원
"2013","청과","과일","정 읍","정일청과","4004","8846",톤, 백만원
"2013","청과","과일","정 읍","정읍원협(공)","2061","4761",톤, 백만원
"2013","청과","과일","순 천","남도청과","8386","18823",톤, 백만원
"2013","청과","과일","순 천","남일청과1)","5374","11667",톤, 백만원
"2013","청과","과일","순 천","순천원협(공)","8498","18629",톤, 백만원
"2013","청과","과일","포 항","포항청과","8029","18484",톤, 백만원
"2013","청과","과일","포 항","경북능금원협(공)","6043","14199",톤, 백만원
"2013","청과","과일","포 항","포항농협(공)","3378","6431",톤, 백만원
"2013","청과","과일","안 동","안동청과","42293","88874",톤, 백만원
"2013","청과","과일","안 동","안동농협(공)","44366","91050",톤, 백만원
"2013","청과","과일","구 미","구미중앙청과","4209","8703",톤, 백만원
"2013","청과","과일","구 미","구미농협(공)","5527","11731",톤, 백만원
"2013","청과","과일","창원팔용","창원청과(구,경남청과)","8514","20108",톤, 백만원
"2013","청과","과일","창원팔용","농협창원(공)","10043","23112",톤, 백만원
"2013","청과","과일","창원내서","마산청과","10438","25373",톤, 백만원
"2013","청과","과일","창원내서","창원원협(공)2)","8353","19538",톤, 백만원
"2013","청과","과일","진 주","진주중앙청과","8227","18770",톤, 백만원
"2013","청과","과일","진 주","진주농협(공)","11799","28674",톤, 백만원
"2013","청과(친환경)","채소","서울가락","서울청과","21961","65093",톤, 백만원
"2013","청과(친환경)","채소","서울가락","중앙청과","23743","69586",톤, 백만원
"2013","청과(친환경)","채소","서울가락","동부팜청과(구,동화청과)","19629","45971",톤, 백만원
"2013","청과(친환경)","채소","서울가락","한국청과","19220","42984",톤, 백만원
"2013","청과(친환경)","채소","서울가락","대아청과","167","77",톤, 백만원
"2013","청과(친환경)","채소","서울가락","농협가락(공)","14355","32415",톤, 백만원
"2013","청과(친환경)","채소","서울가락","상장예외","0","0",톤, 백만원
"2013","청과(친환경)","채소","서울강서","서부청과","2213","7002",톤, 백만원
"2013","청과(친환경)","채소","서울강서","강서청과","2656","3425",톤, 백만원
"2013","청과(친환경)","채소","서울강서","농협강서(공)","3637","10259",톤, 백만원
"2013","청과(친환경)","채소","서울강서","시장도매인","3342","12992",톤, 백만원
"2013","청과(친환경)","채소","부산엄궁","부산청과","709","1614",톤, 백만원
"2013","청과(친환경)","채소","부산엄궁","항도청과","3188","7176",톤, 백만원
"2013","청과(친환경)","채소","부산엄궁","농협부산(공)","2680","6426",톤, 백만원
"2013","청과(친환경)","채소","부산엄궁","상장예외","0","0",톤, 백만원
"2013","청과(친환경)","채소","부산반여","동부청과","4338","11623",톤, 백만원
"2013","청과(친환경)","채소","부산반여","부산중앙청과","42","115",톤, 백만원
"2013","청과(친환경)","채소","부산반여","농협반여(공)","214","649",톤, 백만원
"2013","청과(친환경)","채소","부산반여","상장예외","0","0",톤, 백만원
"2013","청과(친환경)","채소","대구북부","대구중앙청과","5613","13082",톤, 백만원
"2013","청과(친환경)","채소","대구북부","효성청과","7132","16208",톤, 백만원
"2013","청과(친환경)","채소","대구북부","대양청과","5360","12574",톤, 백만원
"2013","청과(친환경)","채소","대구북부","농협북대구(공)","6126","14989",톤, 백만원
"2013","청과(친환경)","채소","대구북부","대구경북원협(공)","38","28",톤, 백만원
"2013","청과(친환경)","채소","대구북부","상장예외","0","0",톤, 백만원
"2013","청과(친환경)","채소","인천구월","인천농산","3434","8115",톤, 백만원
"2013","청과(친환경)","채소","인천구월","대인농산","6554","10466",톤, 백만원
"2013","청과(친환경)","채소","인천구월","덕풍청과","515","1253",톤, 백만원
"2013","청과(친환경)","채소","인천구월","인천구월(공)","1401","2842",톤, 백만원
"2013","청과(친환경)","채소","인천삼산","부평농산","919","2099",톤, 백만원
"2013","청과(친환경)","채소","인천삼산","경인농산","391","1021",톤, 백만원
"2013","청과(친환경)","채소","인천삼산","인천삼산(공)","1887","3773",톤, 백만원
"2013","청과(친환경)","채소","광주각화","광주청과","1130","2839",톤, 백만원
"2013","청과(친환경)","채소","광주각화","광주중앙청과","3951","8087",톤, 백만원
"2013","청과(친환경)","채소","광주각화","광주원협(공)","157","404",톤, 백만원
"2013","청과(친환경)","채소","광주서부","두레청과","2364","7362",톤, 백만원
"2013","청과(친환경)","채소","광주서부","호남청과1)","2251","4781",톤, 백만원
"2013","청과(친환경)","채소","광주서부","농협광주(공)","315","1109",톤, 백만원
"2013","청과(친환경)","채소","대전오정","대전청과","1598","3751",톤, 백만원
"2013","청과(친환경)","채소","대전오정","농협대전(공)","1631","4049",톤, 백만원
"2013","청과(친환경)","채소","대전노은","대전중앙청과2)","2911","7259",톤, 백만원
"2013","청과(친환경)","채소","대전노은","대전원협(공)","912","2356",톤, 백만원
"2013","청과(친환경)","채소","울 산","울산중앙청과","0","0",톤, 백만원
"2013","청과(친환경)","채소","울 산","울산배원협(공)","1351","2787",톤, 백만원
"2013","청과(친환경)","채소","수 원","수원청과","1740","3934",톤, 백만원
"2013","청과(친환경)","채소","수 원","경기청과","7460","4127",톤, 백만원
"2013","청과(친환경)","채소","수 원","수 원 원 협(공)","358","887",톤, 백만원
"2013","청과(친환경)","채소","수 원","상장예외","0","0",톤, 백만원
"2013","청과(친환경)","채소","안 양","태원","1517","2108",톤, 백만원
"2013","청과(친환경)","채소","안 양","안 양 원 협(공)","1014","3858",톤, 백만원
"2013","청과(친환경)","채소","안 양","안 양 청 과","11","69",톤, 백만원
"2013","청과(친환경)","채소","안 산","안산농산물","799","2100",톤, 백만원
"2013","청과(친환경)","채소","안 산","농협안산(공)","756","1636",톤, 백만원
"2013","청과(친환경)","채소","구 리","구리청과","3441","8799",톤, 백만원
"2013","청과(친환경)","채소","구 리","인터넷청과","3731","11798",톤, 백만원
"2013","청과(친환경)","채소","구 리","농 협 구 리(공)","1163","3754",톤, 백만원
"2013","청과(친환경)","채소","구 리","상장예외","0","0",톤, 백만원
"2013","청과(친환경)","채소","춘 천","춘천중앙청과","101","274",톤, 백만원
"2013","청과(친환경)","채소","춘 천","춘 천 원 협(공)","30","40",톤, 백만원
"2013","청과(친환경)","채소","춘 천","상장예외","0","0",톤, 백만원
"2013","청과(친환경)","채소","원 주","합동청과","902","2806",톤, 백만원
"2013","청과(친환경)","채소","원 주","원 주 원 협(공)","868","1909",톤, 백만원
"2013","청과(친환경)","채소","강 릉","강릉농산물","852","1706",톤, 백만원
"2013","청과(친환경)","채소","청 주","청주청과","192","797",톤, 백만원
"2013","청과(친환경)","채소","청 주","충북사과청주(공)","531","1422",톤, 백만원
"2013","청과(친환경)","채소","충 주","중원청과(충주)","131","302",톤, 백만원
"2013","청과(친환경)","채소","충 주","충주원협충주(공)","327","811",톤, 백만원
"2013","청과(친환경)","채소","천 안","천안청과","448","2271",톤, 백만원
"2013","청과(친환경)","채소","천 안","천안농협(공)","1018","3742",톤, 백만원
"2013","청과(친환경)","채소","전 주","전주청과","71","197",톤, 백만원
"2013","청과(친환경)","채소","전 주","전주원협(공)","336","848",톤, 백만원
"2013","청과(친환경)","채소","익 산","이리청과","0","0",톤, 백만원
"2013","청과(친환경)","채소","익 산","익산원협(공)","1911","5102",톤, 백만원
"2013","청과(친환경)","채소","정 읍","정일청과","520","1689",톤, 백만원
"2013","청과(친환경)","채소","정 읍","정읍원협(공)","68","383",톤, 백만원
"2013","청과(친환경)","채소","순 천","남도청과","1036","2208",톤, 백만원
"2013","청과(친환경)","채소","순 천","남일청과","94","238",톤, 백만원
"2013","청과(친환경)","채소","순 천","순천원협(공)","770","2507",톤, 백만원
"2013","청과(친환경)","채소","포 항","포항청과","390","1520",톤, 백만원
"2013","청과(친환경)","채소","포 항","경북능금원협(공)","418","1795",톤, 백만원
"2013","청과(친환경)","채소","포 항","포항농협(공)","491","1386",톤, 백만원
"2013","청과(친환경)","채소","안 동","안동청과","198","367",톤, 백만원
"2013","청과(친환경)","채소","안 동","안동농협(공)","113","663",톤, 백만원
"2013","청과(친환경)","채소","구 미","구미중앙청과","54","74",톤, 백만원
"2013","청과(친환경)","채소","구 미","구미농협(공)","479","1695",톤, 백만원
"2013","청과(친환경)","채소","창원팔용","창원청과(구,경남청과)","258","193",톤, 백만원
"2013","청과(친환경)","채소","창원팔용","농협창원(공)","475","1133",톤, 백만원
"2013","청과(친환경)","채소","창원내서","마산청과","344","866",톤, 백만원
"2013","청과(친환경)","채소","창원내서","창원원협(공)","444","1308",톤, 백만원
"2013","청과(친환경)","채소","진 주","진주중앙청과","1004","2244",톤, 백만원
"2013","청과(친환경)","채소","진 주","진주농협(공)","424","1341",톤, 백만원
"2013","청과(친환경)","과일","서울가락","서울청과","9264","29463",톤, 백만원
"2013","청과(친환경)","과일","서울가락","중앙청과","8817","29121",톤, 백만원
"2013","청과(친환경)","과일","서울가락","동부팜청과(구,동화청과)","1651","5075",톤, 백만원
"2013","청과(친환경)","과일","서울가락","한국청과","1533","5544",톤, 백만원
"2013","청과(친환경)","과일","서울가락","대아청과","0","0",톤, 백만원
"2013","청과(친환경)","과일","서울가락","농협가락(공)","6787","20264",톤, 백만원
"2013","청과(친환경)","과일","서울가락","상장예외","0","0",톤, 백만원
"2013","청과(친환경)","과일","서울강서","서부청과","1108","3172",톤, 백만원
"2013","청과(친환경)","과일","서울강서","강서청과","854","4567",톤, 백만원
"2013","청과(친환경)","과일","서울강서","농협강서(공)","1130","3409",톤, 백만원
"2013","청과(친환경)","과일","서울강서","시장도매인","1724","9118",톤, 백만원
"2013","청과(친환경)","과일","부산엄궁","부산청과","521","1661",톤, 백만원
"2013","청과(친환경)","과일","부산엄궁","항도청과","16","41",톤, 백만원
"2013","청과(친환경)","과일","부산엄궁","농협부산(공)","90","317",톤, 백만원
"2013","청과(친환경)","과일","부산엄궁","상장예외","0","0",톤, 백만원
"2013","청과(친환경)","과일","부산반여","동부청과","1982","5378",톤, 백만원
"2013","청과(친환경)","과일","부산반여","부산중앙청과","88","288",톤, 백만원
"2013","청과(친환경)","과일","부산반여","농협반여(공)","260","725",톤, 백만원
"2013","청과(친환경)","과일","부산반여","상장예외","0","0",톤, 백만원
"2013","청과(친환경)","과일","대구북부","대구중앙청과","1345","3866",톤, 백만원
"2013","청과(친환경)","과일","대구북부","효성청과","109","420",톤, 백만원
"2013","청과(친환경)","과일","대구북부","대양청과","665","1509",톤, 백만원
"2013","청과(친환경)","과일","대구북부","농협북대구(공)","583","1606",톤, 백만원
"2013","청과(친환경)","과일","대구북부","대구경북원협(공)","24","64",톤, 백만원
"2013","청과(친환경)","과일","대구북부","상장예외","0","0",톤, 백만원
"2013","청과(친환경)","과일","인천구월","인천농산","2868","8167",톤, 백만원
"2013","청과(친환경)","과일","인천구월","대인농산","3435","7255",톤, 백만원
"2013","청과(친환경)","과일","인천구월","덕풍청과","698","2040",톤, 백만원
"2013","청과(친환경)","과일","인천구월","인천구월(공)","9","25",톤, 백만원
"2013","청과(친환경)","과일","인천삼산","부평농산","1054","3055",톤, 백만원
"2013","청과(친환경)","과일","인천삼산","경인농산","491","1327",톤, 백만원
"2013","청과(친환경)","과일","인천삼산","인천삼산(공)","1623","4148",톤, 백만원
"2013","청과(친환경)","과일","광주각화","광주청과","1239","3433",톤, 백만원
"2013","청과(친환경)","과일","광주각화","광주중앙청과","0","0",톤, 백만원
"2013","청과(친환경)","과일","광주각화","광주원협(공)","126","358",톤, 백만원
"2013","청과(친환경)","과일","광주서부","두레청과","1678","4821",톤, 백만원
"2013","청과(친환경)","과일","광주서부","호남청과1)","1475","4460",톤, 백만원
"2013","청과(친환경)","과일","광주서부","농협광주(공)","318","771",톤, 백만원
"2013","청과(친환경)","과일","대전오정","대전청과","119","389",톤, 백만원
"2013","청과(친환경)","과일","대전오정","농협대전(공)","102","302",톤, 백만원
"2013","청과(친환경)","과일","대전노은","대전중앙청과2)","1620","4830",톤, 백만원
"2013","청과(친환경)","과일","대전노은","대전원협(공)","397","1105",톤, 백만원
"2013","청과(친환경)","과일","울 산","울산중앙청과","2110","3071",톤, 백만원
"2013","청과(친환경)","과일","울 산","울산배원협(공)","456","1248",톤, 백만원
"2013","청과(친환경)","과일","수 원","수원청과","1546","4391",톤, 백만원
"2013","청과(친환경)","과일","수 원","경기청과","561","1613",톤, 백만원
"2013","청과(친환경)","과일","수 원","수 원 원 협(공)","533","1517",톤, 백만원
"2013","청과(친환경)","과일","수 원","상장예외","0","0",톤, 백만원
"2013","청과(친환경)","과일","안 양","태원","399","1043",톤, 백만원
"2013","청과(친환경)","과일","안 양","안 양 원 협(공)","871","1858",톤, 백만원
"2013","청과(친환경)","과일","안 양","안 양 청 과","47","86",톤, 백만원
"2013","청과(친환경)","과일","안 산","안산농산물","360","982",톤, 백만원
"2013","청과(친환경)","과일","안 산","농협안산(공)","9","52",톤, 백만원
"2013","청과(친환경)","과일","구 리","구리청과","2260","6702",톤, 백만원
"2013","청과(친환경)","과일","구 리","인터넷청과","555","1637",톤, 백만원
"2013","청과(친환경)","과일","구 리","농 협 구 리(공)","562","1568",톤, 백만원
"2013","청과(친환경)","과일","구 리","상장예외","0","0",톤, 백만원
"2013","청과(친환경)","과일","춘 천","춘천중앙청과","8","18",톤, 백만원
"2013","청과(친환경)","과일","춘 천","춘 천 원 협(공)","27","96",톤, 백만원
"2013","청과(친환경)","과일","춘 천","상장예외","0","0",톤, 백만원
"2013","청과(친환경)","과일","원 주","합동청과","1032","2975",톤, 백만원
"2013","청과(친환경)","과일","원 주","원 주 원 협(공)","364","1164",톤, 백만원
"2013","청과(친환경)","과일","강 릉","강릉농산물","184","526",톤, 백만원
"2013","청과(친환경)","과일","청 주","청주청과","40","95",톤, 백만원
